order_id,order_date,order_time,outlet,item_name,category,size,quantity,unit_price,total_amount,payment_method,order_type
SBX-PAT-5066,2025-08-28,18:49,P&M Mall,Cold Brew,Cold Beverages,Grande,1,275,275,Credit/Debit Card,Dine-in
SBX-PAT-5156,2025-08-28,19:38,P&M Mall,Veg Grilled Sandwich,Food,Regular,1,295,295,Credit/Debit Card,Dine-in
SBX-PAT-5256,2025-08-29,14:40,P&M Mall,Butter Croissant,Bakery,Regular,2,175,350,Starbucks App Wallet,Dine-in
SBX-PAT-5223,2025-08-29,17:18,P&M Mall,Blueberry Muffin,Bakery,Regular,3,195,585,Credit/Debit Card,Delivery
SBX-PAT-5127,2025-08-29,17:58,P&M Mall,Americano,Hot Beverages,Grande,1,225,225,Cash,Delivery
SBX-PAT-5033,2025-08-29,21:10,P&M Mall,Butter Croissant,Bakery,Regular,1,175,175,Credit/Debit Card,Takeaway
SBX-PAT-5230,2025-08-30,10:53,P&M Mall,Cappuccino,Hot Beverages,Tall,1,215,215,Credit/Debit Card,Delivery
SBX-PAT-5014,2025-08-31,09:18,P&M Mall,Americano,Hot Beverages,Grande,1,225,225,Starbucks App Wallet,Dine-in
SBX-PAT-5030,2025-08-31,10:23,P&M Mall,Butter Croissant,Bakery,Regular,1,175,175,Cash,Dine-in
SBX-PAT-5142,2025-08-31,11:41,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,UPI,Takeaway
SBX-PAT-5103,2025-08-31,14:34,P&M Mall,Hot Chocolate,Hot Beverages,Grande,1,265,265,UPI,Takeaway
SBX-PAT-5110,2025-08-31,18:36,P&M Mall,Butter Croissant,Bakery,Regular,1,175,175,Cash,Takeaway
SBX-PAT-5031,2025-08-31,20:24,P&M Mall,Espresso,Hot Beverages,Solo,1,145,145,Credit/Debit Card,Takeaway
SBX-PAT-5006,2025-09-01,10:42,P&M Mall,Caffe Latte,Hot Beverages,Short,2,195,390,Credit/Debit Card,Delivery
SBX-PAT-5097,2025-09-01,17:11,P&M Mall,Java Chip Frappuccino,Cold Beverages,Grande,1,315,315,Credit/Debit Card,Dine-in
SBX-PAT-5138,2025-09-02,17:29,P&M Mall,Paneer Tikka Panini,Food,Regular,1,325,325,Credit/Debit Card,Dine-in
SBX-PAT-5013,2025-09-03,13:15,P&M Mall,Starbucks Tumbler,Merchandise,Regular,1,1495,1495,Starbucks App Wallet,Takeaway
SBX-PAT-5064,2025-09-03,15:35,P&M Mall,Cold Brew,Cold Beverages,Venti,3,305,915,Credit/Debit Card,Takeaway
SBX-PAT-5150,2025-09-04,09:11,P&M Mall,Mango Dragonfruit Refresher,Cold Beverages,Tall,2,255,510,Cash,Delivery
SBX-PAT-5177,2025-09-04,17:51,P&M Mall,Paneer Tikka Panini,Food,Regular,1,325,325,Starbucks App Wallet,Takeaway
SBX-PAT-5100,2025-09-04,18:42,P&M Mall,Iced Caffe Latte,Cold Beverages,Tall,1,235,235,Cash,Takeaway
SBX-PAT-5062,2025-09-05,13:12,P&M Mall,Club Sandwich,Food,Regular,1,345,345,Starbucks App Wallet,Dine-in
SBX-PAT-5012,2025-09-05,19:15,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,Cash,Takeaway
SBX-PAT-5165,2025-09-05,19:51,P&M Mall,City Mug - Patna,Merchandise,Regular,1,895,895,Credit/Debit Card,Dine-in
SBX-PAT-5260,2025-09-05,21:30,P&M Mall,Caffe Latte,Hot Beverages,Tall,1,225,225,Starbucks App Wallet,Dine-in
SBX-PAT-5132,2025-09-06,08:16,P&M Mall,Starbucks Tumbler,Merchandise,Regular,1,1495,1495,UPI,Dine-in
SBX-PAT-5088,2025-09-06,12:59,P&M Mall,Butter Croissant,Bakery,Regular,2,175,350,Cash,Dine-in
SBX-PAT-5046,2025-09-06,14:20,P&M Mall,Paneer Tikka Panini,Food,Regular,2,325,650,Credit/Debit Card,Dine-in
SBX-PAT-5139,2025-09-06,19:33,P&M Mall,Iced Caffe Latte,Cold Beverages,Grande,1,265,265,Starbucks App Wallet,Takeaway
SBX-PAT-5099,2025-09-07,15:58,P&M Mall,Caffe Latte,Hot Beverages,Short,1,195,195,Starbucks App Wallet,Takeaway
SBX-PAT-5048,2025-09-07,16:07,P&M Mall,City Mug - Patna,Merchandise,Regular,3,895,2685,Cash,Dine-in
SBX-PAT-5042,2025-09-07,16:30,P&M Mall,Chocolate Cake Pop,Bakery,Regular,1,145,145,Cash,Takeaway
SBX-PAT-5131,2025-09-07,17:13,P&M Mall,Espresso,Hot Beverages,Doppio,3,175,525,Credit/Debit Card,Dine-in
SBX-PAT-5193,2025-09-07,18:24,P&M Mall,Club Sandwich,Food,Regular,2,345,690,UPI,Delivery
SBX-PAT-5153,2025-09-07,19:38,P&M Mall,Club Sandwich,Food,Regular,1,345,345,Starbucks App Wallet,Dine-in
SBX-PAT-5021,2025-09-07,20:25,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,Credit/Debit Card,Takeaway
SBX-PAT-5219,2025-09-07,21:33,P&M Mall,Club Sandwich,Food,Regular,1,345,345,Cash,Delivery
SBX-PAT-5215,2025-09-08,08:10,P&M Mall,Americano,Hot Beverages,Short,2,165,330,Credit/Debit Card,Dine-in
SBX-PAT-5151,2025-09-08,14:19,P&M Mall,Starbucks Tumbler,Merchandise,Regular,1,1495,1495,UPI,Dine-in
SBX-PAT-5057,2025-09-09,18:30,P&M Mall,Blueberry Muffin,Bakery,Regular,3,195,585,Credit/Debit Card,Takeaway
SBX-PAT-5250,2025-09-09,19:59,P&M Mall,Espresso,Hot Beverages,Solo,1,145,145,UPI,Dine-in
SBX-PAT-5167,2025-09-10,10:15,P&M Mall,Cold Brew,Cold Beverages,Grande,1,275,275,Credit/Debit Card,Takeaway
SBX-PAT-5182,2025-09-10,11:54,P&M Mall,Chocolate Cake Pop,Bakery,Regular,1,145,145,Starbucks App Wallet,Takeaway
SBX-PAT-5117,2025-09-10,14:49,P&M Mall,Coffee Beans 250g,Merchandise,Regular,1,650,650,Cash,Dine-in
SBX-PAT-5070,2025-09-11,09:13,P&M Mall,Cold Brew,Cold Beverages,Grande,1,275,275,Cash,Delivery
SBX-PAT-5023,2025-09-11,10:45,P&M Mall,Hot Chocolate,Hot Beverages,Grande,2,265,530,Credit/Debit Card,Takeaway
SBX-PAT-5183,2025-09-11,15:55,P&M Mall,Caffe Latte,Hot Beverages,Short,1,195,195,UPI,Takeaway
SBX-PAT-5104,2025-09-11,21:13,P&M Mall,Starbucks Tumbler,Merchandise,Regular,1,1495,1495,Credit/Debit Card,Delivery
SBX-PAT-5082,2025-09-12,11:17,P&M Mall,Hot Chocolate,Hot Beverages,Tall,2,235,470,UPI,Dine-in
SBX-PAT-5133,2025-09-12,11:58,P&M Mall,Butter Croissant,Bakery,Regular,3,175,525,Starbucks App Wallet,Takeaway
SBX-PAT-5207,2025-09-12,16:04,P&M Mall,Caffe Latte,Hot Beverages,Tall,1,225,225,Credit/Debit Card,Takeaway
SBX-PAT-5040,2025-09-12,18:53,P&M Mall,Mango Dragonfruit Refresher,Cold Beverages,Tall,1,255,255,UPI,Dine-in
SBX-PAT-5210,2025-09-12,20:52,P&M Mall,Iced Caffe Latte,Cold Beverages,Tall,1,235,235,Starbucks App Wallet,Delivery
SBX-PAT-5199,2025-09-13,10:10,P&M Mall,Chocolate Cake Pop,Bakery,Regular,2,145,290,Credit/Debit Card,Dine-in
SBX-PAT-5007,2025-09-13,21:04,P&M Mall,Espresso,Hot Beverages,Doppio,1,175,175,Credit/Debit Card,Delivery
SBX-PAT-5271,2025-09-14,08:08,P&M Mall,Iced Caffe Latte,Cold Beverages,Grande,1,265,265,Starbucks App Wallet,Takeaway
SBX-PAT-5272,2025-09-14,09:25,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,Cash,Delivery
SBX-PAT-5269,2025-09-14,10:30,P&M Mall,Hot Chocolate,Hot Beverages,Grande,2,265,530,Cash,Takeaway
SBX-PAT-5263,2025-09-14,10:48,P&M Mall,Mango Dragonfruit Refresher,Cold Beverages,Tall,2,255,510,Starbucks App Wallet,Delivery
SBX-PAT-5270,2025-09-14,11:48,P&M Mall,Veg Grilled Sandwich,Food,Regular,1,295,295,Credit/Debit Card,Takeaway
SBX-PAT-5266,2025-09-14,12:25,P&M Mall,Americano,Hot Beverages,Short,1,165,165,Credit/Debit Card,Delivery
SBX-PAT-5262,2025-09-14,13:58,P&M Mall,Chocolate Cake Pop,Bakery,Regular,1,145,145,UPI,Takeaway
SBX-PAT-5261,2025-09-14,14:05,P&M Mall,Americano,Hot Beverages,Grande,1,225,225,Starbucks App Wallet,Takeaway
SBX-PAT-5268,2025-09-14,15:38,P&M Mall,Chocolate Cake Pop,Bakery,Regular,1,145,145,Starbucks App Wallet,Dine-in
SBX-PAT-5273,2025-09-14,16:22,P&M Mall,Americano,Hot Beverages,Short,2,165,330,Credit/Debit Card,Dine-in
SBX-PAT-5264,2025-09-14,16:45,P&M Mall,Cheese Danish,Bakery,Regular,1,185,185,Starbucks App Wallet,Delivery
SBX-PAT-5101,2025-09-14,17:34,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,2,345,690,Cash,Dine-in
SBX-PAT-5267,2025-09-14,18:40,P&M Mall,Hot Chocolate,Hot Beverages,Grande,1,265,265,Cash,Takeaway
SBX-PAT-5265,2025-09-14,19:12,P&M Mall,Hot Chocolate,Hot Beverages,Grande,1,265,265,Credit/Debit Card,Dine-in
SBX-PAT-5174,2025-09-14,20:58,P&M Mall,City Mug - Patna,Merchandise,Regular,2,895,1790,Credit/Debit Card,Dine-in
SBX-PAT-9000,2026-09-15,17:57,P&M Mall,Butter Croissant,Bakery,Regular,1,175,175,Credit/Debit Card,Takeaway
SBX-PAT-9001,2026-09-15,13:03,P&M Mall,Blueberry Muffin,Bakery,Regular,2,195,390,Starbucks App Wallet,Dine-in
SBX-PAT-9002,2026-09-15,21:52,P&M Mall,Butter Croissant,Bakery,Regular,3,175,525,Cash,Delivery
SBX-PAT-9003,2026-09-15,13:17,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,Credit/Debit Card,Takeaway
SBX-PAT-9004,2026-09-15,13:45,P&M Mall,Blueberry Muffin,Bakery,Regular,1,195,195,Cash,Delivery
SBX-PAT-9005,2026-09-15,14:05,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,3,295,885,UPI,Takeaway
SBX-PAT-9006,2026-09-15,09:59,P&M Mall,Caffe Latte,Hot Beverages,Tall,3,255,765,Cash,Takeaway
SBX-PAT-9007,2026-09-15,19:44,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,3,345,1035,Starbucks App Wallet,Delivery
SBX-PAT-9008,2026-09-15,10:22,P&M Mall,Blueberry Muffin,Bakery,Regular,3,195,585,UPI,Delivery
SBX-PAT-9009,2026-09-15,19:38,P&M Mall,Iced Caffe Latte,Cold Beverages,Grande,1,265,265,UPI,Dine-in
SBX-PAT-9010,2026-09-15,17:18,P&M Mall,Butter Croissant,Bakery,Regular,1,175,175,UPI,Delivery
SBX-PAT-9011,2026-09-15,17:55,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,2,295,590,Starbucks App Wallet,Takeaway
SBX-PAT-9020,2026-09-16,21:36,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,2,295,590,Cash,Takeaway
SBX-PAT-9021,2026-09-16,20:20,P&M Mall,Cold Brew,Cold Beverages,Tall,2,245,490,UPI,Takeaway
SBX-PAT-9022,2026-09-16,10:37,P&M Mall,Cold Brew,Cold Beverages,Tall,1,245,245,Cash,Takeaway
SBX-PAT-9023,2026-09-16,12:50,P&M Mall,Cold Brew,Cold Beverages,Tall,3,245,735,UPI,Delivery
SBX-PAT-9024,2026-09-16,15:14,P&M Mall,Iced Caffe Latte,Cold Beverages,Grande,2,265,530,Cash,Delivery
SBX-PAT-9025,2026-09-16,21:57,P&M Mall,Iced Caffe Latte,Cold Beverages,Grande,3,265,795,Cash,Delivery
SBX-PAT-9026,2026-09-16,18:36,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,3,295,885,Cash,Delivery
SBX-PAT-9027,2026-09-16,16:09,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,3,295,885,Starbucks App Wallet,Takeaway
SBX-PAT-9028,2026-09-16,19:02,P&M Mall,Java Chip Frappuccino,Cold Beverages,Venti,1,345,345,Starbucks App Wallet,Delivery
SBX-PAT-9029,2026-09-16,12:34,P&M Mall,Double Chocolate Chip Frappuccino,Cold Beverages,Grande,2,315,630,Cash,Takeaway
SBX-PAT-9030,2026-09-16,18:12,P&M Mall,Caramel Macchiato,Hot Beverages,Grande,3,295,885,Starbucks App Wallet,Takeaway
SBX-PAT-9031,2026-09-16,08:37,P&M Mall,Butter Croissant,Bakery,Regular,3,175,525,UPI,Takeaway
SBX-PAT-9032,2026-09-16,20:39,P&M Mall,Caffe Latte,Hot Beverages,Tall,1,255,255,Cash,Takeaway
